Review #,Brand,Style,Country,Stars
1893,Noyce Science Center room,Political Science,Second,5
1892,Mac Field,Computer Science,Fourth,4
1891,Noyce lounge,Political Science,Third,3.5
1890,HSSC room,Biology,First,4.5
1889,HSSC lounge,Sociology,Second,2.75
1888,HSSC room,Economics,Fourth,3.5
1887,Mac Field,Business,Second,4.25
1886,HSSC lounge,Psychology,First,3.75
1885,Mac Field,English,Fourth,3
1884,Mac Field,Philosophy,Third,4.5
1883,Noyce lounge,Mathematics,Second,4
1882,Mac Field,Biology,Fourth,4.75
1881,Noyce lounge,Computer Science,Third,3.5
1880,Mac Field,Psychology,First,3.75
1879,Burling Library,Biology,Second,3.5
1878,JRC room,Economics,Fourth,5
1877,Grille,Political Science,Second,4.5
1876,Noyce lounge,History,First,3.75
1875,HSSC room,English,Fourth,5
1874,HSSC lounge,Philosophy,Third,2.5
1873,HSSC room,Mathematics,Second,0
1872,Courtyard,Physics,Fourth,5
1871,Mac Field,Computer Science,Third,3.75
1870,HSSC lounge,Chemistry,First,2.75
1869,JRC room,Economics,Second,3.5
1868,Courtyard,Business,Fourth,4
1867,Courtyard,English,Second,4
1866,Mac Field,Philosophy,First,5
1865,Grille,Mathematics,Fourth,3.5
1864,Grille,Physics,Third,5
1863,Noyce lounge,Computer Science,Second,0
1862,Noyce Science Center room,Chemistry,Fourth,3.75
1861,Burling Library,Economics,Third,0.5
1860,JRC room,Business,First,2.75
1859,Noyce Science Center room,Psychology,Second,5
1858,Mac Field,Biology,Fourth,5
1857,HSSC room,Sociology,Second,3.25
1856,HSSC lounge,Economics,First,5
1855,Noyce lounge,Business,Fourth,3
1854,Courtyard,Psychology,Third,3.5
1853,Mac Field,English,Second,3.5
1852,Grille,Philosophy,Fourth,3.25
1851,Noyce Science Center room,Mathematics,Third,3.5
1850,JRC room,Biology,First,4.5
1849,HSSC room,Computer Science,Second,3.5
1848,HSSC lounge,Psychology,Fourth,5
1847,Noyce Science Center room,Biology,Second,3
1846,JRC room,Economics,First,4.5
1845,Mac Field,Political Science,Fourth,3.25
1844,Mac Field,History,Third,5
1843,HSSC room,English,Second,4.5
1842,Mac Field,Philosophy,Fourth,5
1841,Grille,Mathematics,Third,4
1840,JRC room,Physics,First,3.25
1839,Noyce Science Center room,Computer Science,Second,5
1838,Mac Field,Chemistry,Fourth,4.5
1837,Noyce lounge,Economics,Second,5
1836,HSSC room,Business,First,5
1835,HSSC lounge,English,Fourth,5
1834,HSSC room,Philosophy,Third,5
1833,Mac Field,Mathematics,Second,3.75
1832,HSSC lounge,Physics,Fourth,3.5
1831,Mac Field,Computer Science,Third,4
1830,Mac Field,Chemistry,First,4.75
1829,Noyce lounge,Economics,Second,5
1828,Mac Field,Business,Fourth,5
1827,Noyce lounge,Psychology,Second,5
1826,Mac Field,Biology,First,3.5
1825,Burling Library,Sociology,Fourth,4.5
1824,JRC room,Economics,Third,5
1823,Grille,Business,Second,4
1822,Noyce lounge,Psychology,Fourth,3.5
1821,HSSC room,English,Third,3.25
1820,HSSC lounge,Philosophy,First,1.5
1819,HSSC room,Mathematics,Second,5
1818,Courtyard,Biology,Fourth,4.5
1817,Mac Field,Computer Science,Second,4
1816,HSSC lounge,Psychology,First,3.25
1815,JRC room,Biology,Fourth,4
1814,Courtyard,Economics,Third,3
1813,Courtyard,Political Science,Second,4.25
1812,Mac Field,History,Fourth,4.25
1811,Grille,English,Third,3.5
1810,Grille,Philosophy,First,5
1809,Noyce lounge,Mathematics,Second,4.75
1808,Noyce Science Center room,Physics,Fourth,3.5
1807,Burling Library,Computer Science,Second,3.5
1806,JRC room,Chemistry,First,3.5
1805,Noyce Science Center room,Economics,Fourth,4
1804,Mac Field,Biology,Third,4.75
1803,HSSC room,History,Second,4
1802,HSSC lounge,Physics,Fourth,3.5
1801,Noyce lounge,Computer Science,Third,3.75
1800,Courtyard,Chemistry,First,0.25
1799,Mac Field,Physics,Second,2.5
1798,Grille,History,Fourth,2.75
1797,Noyce Science Center room,Physics,Second,3.5
1796,JRC room,Political Science,First,4.75
1795,HSSC room,Computer Science,Fourth,0
1794,HSSC lounge,Political Science,Third,3
1793,Noyce Science Center room,Biology,Second,3.5
1792,JRC room,Sociology,Fourth,3.5
1791,Mac Field,Economics,Third,4.25
1790,Mac Field,Business,First,4.5
1789,HSSC room,Psychology,Second,3.5
1788,Mac Field,English,Fourth,3
1787,Grille,Philosophy,Second,4
1786,JRC room,Mathematics,First,4.25
1785,Noyce Science Center room,Biology,Fourth,3.5
1784,Mac Field,Computer Science,Third,5
1783,Noyce lounge,Psychology,Second,4.5
1782,HSSC room,Biology,Fourth,0
1781,HSSC lounge,Economics,Third,5
1780,HSSC room,Political Science,First,4.5
1779,Mac Field,History,Second,3.25
1778,HSSC lounge,English,Fourth,5
1777,Mac Field,Philosophy,Second,3.5
1776,Mac Field,Mathematics,First,5
1775,Noyce lounge,Physics,Fourth,4.25
1774,Mac Field,Computer Science,Third,5
1773,Noyce lounge,Chemistry,Second,4
1772,Mac Field,Economics,Fourth,5
1771,Burling Library,Business,Third,3.5
1770,JRC room,English,First,4.5
1769,Grille,Philosophy,Second,5
1768,Noyce lounge,Mathematics,Fourth,5
1767,HSSC room,Physics,Second,4
1766,HSSC lounge,Computer Science,First,3.5
1765,HSSC room,Chemistry,Fourth,3.5
1764,Courtyard,Economics,Third,3.75
1763,Mac Field,Business,Second,4.5
1762,HSSC lounge,Psychology,Fourth,4
1761,JRC room,Biology,Third,1
1760,Courtyard,Sociology,First,4.5
1759,Courtyard,Economics,Second,4
1758,Mac Field,Business,Fourth,3.5
1757,Grille,Psychology,Second,3.25
1756,Grille,English,First,4.25
1755,Noyce lounge,Philosophy,Fourth,4
1754,Noyce Science Center room,Mathematics,Third,5
1753,Burling Library,Biology,Second,3.5
1752,JRC room,Computer Science,Fourth,4.75
1751,Noyce Science Center room,Psychology,Third,5
1750,Mac Field,Biology,First,5
1749,HSSC room,Economics,Second,5
1748,HSSC lounge,Political Science,Fourth,3
1747,Noyce lounge,History,Second,3.5
1746,Courtyard,English,First,4.25
1745,Mac Field,Philosophy,Fourth,3.5
1744,Grille,Mathematics,Third,5
1743,Noyce Science Center room,Physics,Second,4.5
1742,JRC room,Computer Science,Fourth,4.5
1741,HSSC room,Chemistry,Third,2.5
1740,HSSC lounge,Economics,First,4.25
1739,Noyce Science Center room,Business,Second,4.5
1738,JRC room,English,Fourth,4.25
1737,Mac Field,Philosophy,Second,3.75
1736,Mac Field,Mathematics,First,5
1735,HSSC room,Physics,Fourth,4
1734,Mac Field,Computer Science,Third,4.25
1733,Grille,Chemistry,Second,3.75
1732,JRC room,Economics,Fourth,3.25
1731,Noyce Science Center room,Business,Third,5
1730,Mac Field,Psychology,First,4.5
1729,Noyce lounge,Biology,Second,2.75
1728,HSSC room,Sociology,Fourth,3.25
1727,HSSC lounge,Economics,Second,5
1726,HSSC room,Business,First,3
1725,Mac Field,Psychology,Fourth,3.25
1724,HSSC lounge,English,Third,3.5
1723,Mac Field,Philosophy,Second,3.75
1722,Mac Field,Mathematics,Fourth,4.5
1721,Noyce lounge,Biology,Third,4.25
1720,Mac Field,Computer Science,First,5
1719,Noyce lounge,Psychology,Second,2.5
1718,Mac Field,Biology,Fourth,2.5
1717,Burling Library,Economics,Second,4
1716,JRC room,Political Science,First,3.5
1715,Grille,History,Fourth,3.75
1714,Noyce lounge,English,Third,3.75
1713,HSSC room,Philosophy,Second,5
1712,HSSC lounge,Mathematics,Fourth,4.5
1711,HSSC room,Physics,Third,4
1710,Courtyard,Computer Science,First,5
1709,Mac Field,Chemistry,Second,4
1708,HSSC lounge,Economics,Fourth,4
1707,JRC room,Biology,Second,3.5
1706,Courtyard,History,First,4.75
1705,Courtyard,Physics,Fourth,4.5
1704,Mac Field,Computer Science,Third,3.75
1703,Grille,Chemistry,Second,3.5
1702,Grille,Physics,Fourth,2.75
1701,Noyce lounge,History,Third,4.25
1700,Noyce Science Center room,Physics,First,4
1699,Burling Library,Political Science,Second,3.5
1698,JRC room,Computer Science,Fourth,4
1697,Noyce Science Center room,Political Science,Second,5
1696,Mac Field,Biology,First,5
1695,HSSC room,Sociology,Fourth,5
1694,HSSC lounge,Economics,Third,4.75
1693,Noyce lounge,Business,Second,5
1692,Courtyard,Psychology,Fourth,3.25
1691,Mac Field,English,Third,3.5
1690,Grille,Philosophy,First,4
1689,Noyce Science Center room,Mathematics,Second,5
1688,JRC room,Biology,Fourth,3.75
1687,HSSC room,Computer Science,Second,3.75
1686,HSSC lounge,Psychology,First,3.5
1685,Noyce Science Center room,Biology,Fourth,4
1684,JRC room,Economics,Third,4.5
1683,Mac Field,Political Science,Second,5
1682,Mac Field,History,Fourth,4
1681,HSSC room,English,Third,3.75
1680,Mac Field,Philosophy,First,4.5
1679,Grille,Mathematics,Second,3.5
1678,JRC room,Physics,Fourth,5
1677,Noyce Science Center room,Computer Science,Second,5
1676,Mac Field,Chemistry,First,4.25
1675,Noyce lounge,Economics,Fourth,4.5
1674,HSSC room,Business,Third,3.5
1673,HSSC lounge,English,Second,3.5
1672,HSSC room,Philosophy,Fourth,3.25
1671,Mac Field,Mathematics,Third,5
1670,HSSC lounge,Physics,First,3.75
1669,Mac Field,Computer Science,Second,1.25
1668,Mac Field,Chemistry,Fourth,3.5
1667,Noyce lounge,Economics,Second,5
1666,Mac Field,Business,First,3
1665,Noyce lounge,Psychology,Fourth,1.5
1664,Mac Field,Biology,Third,2
1663,Burling Library,Sociology,Second,4
1662,JRC room,Economics,Fourth,5
1661,Grille,Business,Third,3.75
1660,Noyce lounge,Psychology,First,3
1659,HSSC room,English,Second,2.75
1658,HSSC lounge,Philosophy,Fourth,5
1657,HSSC room,Mathematics,Second,2.75
1656,Courtyard,Biology,First,3.5
1655,Mac Field,Computer Science,Fourth,3
1654,HSSC lounge,Psychology,Third,5
1653,JRC room,Biology,Second,5
1652,Courtyard,Economics,Fourth,5
1651,Courtyard,Political Science,Third,3.75
1650,Mac Field,History,First,4.25
1649,Grille,English,Second,4.25
1648,Grille,Philosophy,Fourth,4.25
1647,Noyce lounge,Mathematics,Second,2.75
1646,Noyce Science Center room,Physics,First,4
1645,Burling Library,Computer Science,Fourth,3.75
1644,JRC room,Chemistry,Third,2
1643,Noyce Science Center room,Economics,Second,3.5
1642,Mac Field,Business,Fourth,0.25
1641,HSSC room,English,Third,0
1640,HSSC lounge,Philosophy,First,2
1639,Noyce lounge,Mathematics,Second,3.75
1638,Courtyard,Physics,Fourth,5
1637,Mac Field,Computer Science,Second,3
1636,Grille,Chemistry,First,3.25
1635,Noyce Science Center room,Economics,Fourth,2.75
1634,JRC room,Business,Third,3.5
1633,HSSC room,Psychology,Second,3.5
1632,HSSC lounge,Biology,Fourth,3
1631,Noyce Science Center room,Sociology,Third,4
1630,JRC room,Economics,First,2.5
1629,Mac Field,Business,Second,3.5
1628,Mac Field,Psychology,Fourth,0
1627,HSSC room,English,Second,2.5
1626,Mac Field,Philosophy,First,2.75
1625,Grille,Mathematics,Fourth,5
1624,JRC room,Biology,Third,3
1623,Noyce Science Center room,Computer Science,Second,5
1622,Mac Field,Psychology,Fourth,4
1621,Noyce lounge,Biology,Third,3
1620,HSSC room,Economics,First,3.25
1619,HSSC lounge,Political Science,Second,3.75
1618,HSSC room,History,Fourth,2.5
1617,Mac Field,English,Second,5
1616,HSSC lounge,Philosophy,First,3.5
1615,Mac Field,Mathematics,Fourth,4
1614,Mac Field,Physics,Third,5
1613,Noyce lounge,Computer Science,Second,3.25
1612,Mac Field,Chemistry,Fourth,3.25
1611,Noyce lounge,Economics,Third,4
1610,Burling Library,Biology,First,3
1609,JRC room,History,Second,0.25
1608,Grille,Physics,Fourth,4.5
1607,Noyce lounge,Computer Science,Second,2.75
1606,HSSC room,Chemistry,First,4
1605,HSSC lounge,Physics,Fourth,3.5
1604,HSSC room,History,Third,1
1603,Courtyard,Physics,Second,5
1602,Mac Field,Political Science,Fourth,3.5
1601,HSSC lounge,Computer Science,Third,5
1600,JRC room,Political Science,First,5
1599,Courtyard,Biology,Second,3.5
1598,Courtyard,Sociology,Fourth,4
1597,Mac Field,Economics,Second,4
1596,Grille,Business,First,3
1595,Grille,Psychology,Fourth,5
1594,Noyce lounge,English,Third,2.25
1593,Noyce Science Center room,Philosophy,Second,4.25
1592,Burling Library,Mathematics,Fourth,5
1591,JRC room,Biology,Third,3.5
1590,Noyce Science Center room,Computer Science,First,3.75
1589,Mac Field,Psychology,Second,3.75
1588,HSSC room,Biology,Fourth,3.5
1587,HSSC lounge,Economics,Second,Unrated
1586,Noyce lounge,Political Science,First,3.75
1585,Courtyard,History,Fourth,5
1584,Mac Field,English,Third,3.75
1583,Grille,Philosophy,Second,4
1582,Noyce Science Center room,Mathematics,Fourth,4
1581,JRC room,Physics,Third,2.75
1580,HSSC room,Computer Science,First,3.75
1579,HSSC lounge,Chemistry,Second,4
1578,Noyce Science Center room,Economics,Fourth,4
1577,JRC room,Business,Second,3.75
1576,Mac Field,English,First,3.75
1575,Mac Field,Philosophy,Fourth,5
1574,HSSC room,Mathematics,Third,3.5
1573,Mac Field,Physics,Second,4.75
1572,Grille,Computer Science,Fourth,3.75
1571,JRC room,Chemistry,Third,3.5
1570,Noyce Science Center room,Economics,First,5
1569,Mac Field,Business,Second,4
1568,Noyce lounge,Psychology,Fourth,3.5
1567,HSSC room,Biology,Second,4.25
1566,HSSC lounge,Sociology,First,3.25
1565,HSSC room,Economics,Fourth,2.5
1564,Mac Field,Business,Third,3
1563,HSSC lounge,Psychology,Second,4.25
1562,Mac Field,English,Fourth,2.75
1561,Mac Field,Philosophy,Third,4.5
1560,Noyce lounge,Mathematics,First,3.75
1559,Mac Field,Biology,Second,4
1558,Noyce lounge,Computer Science,Fourth,2
1557,Mac Field,Psychology,Second,3.5
1556,Burling Library,Biology,First,3.75
1555,JRC room,Economics,Fourth,3.5
1554,Grille,Political Science,Third,3
1553,Noyce lounge,History,Second,3.75
1552,HSSC room,English,Fourth,3.5
1551,HSSC lounge,Philosophy,Third,3.5
1550,HSSC room,Mathematics,First,5
1549,Courtyard,Physics,Second,5
1548,Mac Field,Computer Science,Fourth,3.75
1547,HSSC lounge,Chemistry,Second,4.25
1546,JRC room,Economics,First,3.5
1545,Courtyard,Business,Fourth,5
1544,Courtyard,English,Third,1.5
1543,Mac Field,Philosophy,Second,3.75
1542,Grille,Mathematics,Fourth,2.5
1541,Grille,Physics,Third,3.75
1540,Noyce lounge,Computer Science,First,4.25
1539,Noyce Science Center room,Chemistry,Second,3.5
1538,Burling Library,Economics,Fourth,4.5
1537,JRC room,Business,Second,3.75
1536,Noyce Science Center room,Psychology,First,3.25
1535,Mac Field,Biology,Fourth,3.5
1534,HSSC room,Sociology,Third,3.75
1533,HSSC lounge,Economics,Second,3.75
1532,Noyce lounge,Business,Fourth,4.5
1531,Courtyard,Psychology,Third,3.75
1530,Mac Field,English,First,4
1529,Grille,Philosophy,Second,4
1528,Noyce Science Center room,Mathematics,Fourth,3.25
1527,JRC room,Biology,Second,4.5
1526,HSSC room,Computer Science,First,3.75
1525,HSSC lounge,Psychology,Fourth,3.75
1524,Noyce Science Center room,Biology,Third,3.5
1523,JRC room,Economics,Second,5
1522,Mac Field,Political Science,Fourth,3.25
1521,Mac Field,History,Third,5
1520,HSSC room,English,First,3
1519,Mac Field,Philosophy,Second,3.5
1518,Grille,Mathematics,Fourth,4.5
1517,JRC room,Physics,Second,3.5
1516,Noyce Science Center room,Computer Science,First,3.75
1515,Mac Field,Chemistry,Fourth,4
1514,Noyce lounge,Economics,Third,4.5
1513,HSSC room,Biology,Second,4
1512,HSSC lounge,History,Fourth,1.75
1511,HSSC room,Physics,Third,3.25
1510,Mac Field,Computer Science,Fourth,3.25
1509,HSSC lounge,Chemistry,Third,3.5
1508,Mac Field,Physics,Second,5
1507,Mac Field,History,Fourth,3.5
1506,Noyce lounge,Physics,Third,3.75
1505,Mac Field,Political Science,First,3.25
1504,Noyce lounge,Computer Science,Second,4.25
1503,Mac Field,Political Science,Fourth,3.25
1502,Burling Library,Biology,Second,4
1501,JRC room,Sociology,First,3.25
1500,Grille,Economics,Fourth,5
1499,Noyce lounge,Business,Third,3.25
1498,HSSC room,Psychology,Second,3.5
1497,HSSC lounge,English,Fourth,3.5
1496,HSSC room,Philosophy,Third,4.5
1495,Courtyard,Mathematics,First,3.75
1494,Mac Field,Biology,Second,3.5
1493,HSSC lounge,Computer Science,Fourth,4.25
1492,JRC room,Psychology,Second,4
1491,Courtyard,Biology,First,3.75
1490,Courtyard,Economics,Fourth,3.5
1489,Mac Field,Political Science,Third,3.25
1488,Grille,History,Second,5
1487,Grille,English,Fourth,3.25
1486,Noyce lounge,Philosophy,Third,5
1485,Noyce Science Center room,Mathematics,First,5
1484,Burling Library,Physics,Second,3.75
1483,JRC room,Computer Science,Fourth,4
1482,Noyce Science Center room,Chemistry,Second,4
1481,Mac Field,Economics,First,3.5
1480,HSSC room,Business,Fourth,4
1479,HSSC lounge,English,Third,3.5
1478,Noyce lounge,Philosophy,Second,4
1477,Courtyard,Mathematics,Fourth,4
1476,Mac Field,Physics,Third,3.5
1475,Grille,Computer Science,First,3.25
1474,Noyce Science Center room,Chemistry,Second,4
1473,JRC room,Economics,Fourth,5
1472,HSSC room,Business,Second,3.75
1471,HSSC lounge,Psychology,First,5
1470,Noyce Science Center room,Biology,Fourth,3.5
1469,JRC room,Sociology,Third,3.25
1468,Mac Field,Economics,Second,5
1467,Mac Field,Business,Fourth,4.5
1466,HSSC room,Psychology,Third,5
1465,Mac Field,English,First,3.5
1464,Grille,Philosophy,Second,4.75
1463,JRC room,Mathematics,Fourth,3.5
1462,Noyce Science Center room,Biology,Second,2.25
1461,Mac Field,Computer Science,First,4
1460,Noyce lounge,Psychology,Fourth,3.75
1459,HSSC room,Biology,Third,4
1458,HSSC lounge,Economics,Second,3.75
1457,HSSC room,Political Science,Fourth,3.75
1456,Mac Field,History,Third,3.5
1455,HSSC lounge,English,First,3.75
1454,Mac Field,Philosophy,Second,4
1453,Mac Field,Mathematics,Fourth,5
1452,Noyce lounge,Physics,Second,3.75
1451,Mac Field,Computer Science,First,4
1450,Noyce lounge,Chemistry,Fourth,5
1449,Mac Field,Economics,Third,4
1448,Burling Library,Business,Second,4.25
1447,JRC room,English,Fourth,4
1446,Grille,Philosophy,Third,4.5
1445,Noyce lounge,Mathematics,First,5
1444,HSSC room,Physics,Second,3.5
1443,HSSC lounge,Computer Science,Fourth,4.25
1442,HSSC room,Chemistry,Second,3.5
1441,Courtyard,Economics,First,3.5
1440,Mac Field,Business,Fourth,3
1439,HSSC lounge,Psychology,Third,3.5
1438,JRC room,Biology,Second,3.5
1437,Courtyard,Sociology,Fourth,3
1436,Courtyard,Economics,Third,3.5
1435,Mac Field,Business,First,4
1434,Grille,Psychology,Second,3.5
1433,Grille,English,Fourth,3.75
1432,Noyce lounge,Philosophy,Second,5
1431,Noyce Science Center room,Mathematics,First,5
1430,Burling Library,Biology,Fourth,4
1429,JRC room,Computer Science,Third,3.5
1428,Noyce Science Center room,Psychology,Second,3
1427,Mac Field,Biology,Fourth,3.75
1426,HSSC room,Economics,Third,4
1425,HSSC lounge,Political Science,First,4.5
1424,Noyce lounge,History,Second,1.5
1423,Courtyard,English,Fourth,3
1422,Mac Field,Philosophy,Second,3
1421,Grille,Mathematics,First,2.75
1420,Noyce Science Center room,Physics,Fourth,3.75
1419,JRC room,Computer Science,Third,3.5
1418,HSSC room,Chemistry,Second,1
1417,HSSC lounge,Economics,Fourth,1.75
1416,Noyce Science Center room,Biology,Third,2
1415,JRC room,History,First,0.5
1414,Mac Field,Physics,Second,5
1413,Mac Field,Computer Science,Fourth,5
1412,HSSC room,Chemistry,Second,4
1411,Mac Field,Physics,First,4
1410,Grille,History,Fourth,3.25
1409,JRC room,Physics,Third,3.5
1408,Noyce Science Center room,Political Science,Second,3.5
1407,Mac Field,Computer Science,Fourth,5
1406,Noyce lounge,Political Science,Third,3.75
1405,HSSC room,Biology,First,3.75
1404,HSSC lounge,Sociology,Second,4
1403,HSSC room,Economics,Fourth,0.5
1402,Mac Field,Business,Second,3.75
1401,HSSC lounge,Psychology,First,3.75
1400,Mac Field,English,Fourth,3.75
1399,Mac Field,Philosophy,Third,3.75
1398,Noyce lounge,Mathematics,Second,3
1397,Mac Field,Biology,Fourth,4
1396,Noyce lounge,Computer Science,Third,4.75
1395,Mac Field,Psychology,First,4.25
1394,Burling Library,Biology,Second,4.5
1393,JRC room,Economics,Fourth,4.25
1392,Grille,Political Science,Second,4
1391,Noyce lounge,History,First,3.5
1390,HSSC room,English,Fourth,4.75
1389,HSSC lounge,Philosophy,Third,1.75
1388,HSSC room,Mathematics,Second,3.75
1387,Courtyard,Physics,Fourth,4
1386,Mac Field,Computer Science,Third,4.5
1385,HSSC lounge,Chemistry,First,3.75
1384,JRC room,Economics,Second,3
1383,Courtyard,Business,Fourth,4.75
1382,Courtyard,English,Second,4.75
1381,Mac Field,Philosophy,First,5
1380,Grille,Mathematics,Fourth,3.75
1379,Grille,Physics,Third,4
1378,Noyce lounge,Computer Science,Second,5
1377,Noyce Science Center room,Chemistry,Fourth,4.25
1376,Burling Library,Economics,Third,3.75
1375,JRC room,Business,First,4
1374,Noyce Science Center room,Psychology,Second,3.25
1373,Mac Field,Biology,Fourth,2
1372,HSSC room,Sociology,Second,3.75
1371,HSSC lounge,Economics,First,0
1370,Noyce lounge,Business,Fourth,3.25
1369,Courtyard,Psychology,Third,3.25
1368,Mac Field,English,Second,3
1367,Grille,Philosophy,Fourth,1.5
1366,Noyce Science Center room,Mathematics,Third,4.25
1365,JRC room,Biology,First,3.5
1364,HSSC room,Computer Science,Second,1.75
1363,HSSC lounge,Psychology,Fourth,2.75
1362,Noyce Science Center room,Biology,Second,3.5
1361,JRC room,Economics,First,5
1360,Mac Field,Political Science,Fourth,3.75
1359,Mac Field,History,Third,5
1358,HSSC room,English,Second,4
1357,Mac Field,Philosophy,Fourth,5
1356,Grille,Mathematics,Third,3.25
1355,JRC room,Physics,First,3.25
1354,Noyce Science Center room,Computer Science,Second,4.75
1353,Mac Field,Chemistry,Fourth,3.75
1352,Noyce lounge,Economics,Second,3.75
1351,HSSC room,Business,First,4
1350,HSSC lounge,English,Fourth,5
1349,HSSC room,Philosophy,Third,4.5
1348,Mac Field,Mathematics,Second,3.75
1347,HSSC lounge,Physics,Fourth,4
1346,Mac Field,Computer Science,Third,3.75
1345,Mac Field,Chemistry,First,2.25
1344,Noyce lounge,Economics,Second,4
1343,Mac Field,Business,Fourth,3.25
1342,Noyce lounge,Psychology,Second,4.5
1341,Mac Field,Biology,First,5
1340,Burling Library,Sociology,Fourth,2.75
1339,JRC room,Economics,Third,3.75
1338,Grille,Business,Second,1.5
1337,Noyce lounge,Psychology,Fourth,4.25
1336,HSSC room,English,Third,3.75
1335,HSSC lounge,Philosophy,First,4
1334,HSSC room,Mathematics,Second,3.75
1333,Courtyard,Biology,Fourth,3.75
1332,Mac Field,Computer Science,Second,3.75
1331,HSSC lounge,Psychology,First,3.75
1330,JRC room,Biology,Fourth,5
1329,Courtyard,Economics,Third,1.25
1328,Courtyard,Political Science,Second,3.75
1327,Mac Field,History,Fourth,3
1326,Grille,English,Third,3.75
1325,Grille,Philosophy,First,3.25
1324,Noyce lounge,Mathematics,Second,3.5
1323,Noyce Science Center room,Physics,Fourth,2
1322,Burling Library,Computer Science,Second,4
1321,JRC room,Chemistry,First,3.75
1320,Noyce Science Center room,Economics,Fourth,3.75
1319,Mac Field,Biology,Third,4.25
1318,HSSC room,History,Second,4
1317,HSSC lounge,Physics,Fourth,2.5
1316,Noyce lounge,Computer Science,Third,2.75
1315,Courtyard,Chemistry,First,2.75
1314,Mac Field,Physics,Second,5
1313,Grille,History,Fourth,3.25
1312,Noyce Science Center room,Physics,Second,3.75
1311,JRC room,Political Science,First,4
1310,HSSC room,Computer Science,Fourth,3
1309,HSSC lounge,Political Science,Third,3.75
1308,Noyce Science Center room,Biology,Second,5
1307,JRC room,Sociology,Fourth,3.75
1306,Mac Field,Economics,Third,2.5
1305,Mac Field,Business,First,3.75
1304,HSSC room,Psychology,Second,4.75
1303,Mac Field,English,Fourth,1.5
1302,Grille,Philosophy,Second,5
1301,JRC room,Mathematics,First,3.25
1300,Noyce Science Center room,Biology,Fourth,5
1299,Mac Field,Computer Science,Third,1
1298,Noyce lounge,Psychology,Second,4
1297,HSSC room,Biology,Fourth,3.25
1296,HSSC lounge,Economics,Third,3.5
1295,HSSC room,Political Science,First,3.25
1294,Mac Field,History,Second,3
1293,HSSC lounge,English,Fourth,4.25
1292,Mac Field,Philosophy,Second,3
1291,Mac Field,Mathematics,First,3.25
1290,Noyce lounge,Physics,Fourth,4.5
1289,Mac Field,Computer Science,Third,4
1288,Noyce lounge,Chemistry,Second,3.75
1287,Mac Field,Economics,Fourth,5
1286,Burling Library,Business,Third,3.25
1285,JRC room,English,First,3.25
1284,Grille,Philosophy,Second,4.25
1283,Noyce lounge,Mathematics,Fourth,4
1282,HSSC room,Physics,Second,2.75
1281,HSSC lounge,Computer Science,First,2.25
1280,HSSC room,Chemistry,Fourth,5
1279,Courtyard,Economics,Third,3.5
1278,Mac Field,Business,Second,3.25
1277,HSSC lounge,Psychology,Fourth,2
1276,JRC room,Biology,Third,4.25
1275,Courtyard,Sociology,First,4.5
1274,Courtyard,Economics,Second,3.75
1273,Mac Field,Business,Fourth,3.25
1272,Grille,Psychology,Second,3.5
1271,Grille,English,First,5
1270,Noyce lounge,Philosophy,Fourth,5
1269,Noyce Science Center room,Mathematics,Third,2.5
1268,Burling Library,Biology,Second,3.25
1267,JRC room,Computer Science,Fourth,3.75
1266,Noyce Science Center room,Psychology,Third,4
1265,Mac Field,Biology,First,3.75
1264,HSSC room,Economics,Second,4.25
1263,HSSC lounge,Political Science,Fourth,4.25
1262,Noyce lounge,History,Second,3.75
1261,Courtyard,English,First,3.75
1260,Mac Field,Philosophy,Fourth,5
1259,Grille,Mathematics,Third,3.75
1258,Noyce Science Center room,Physics,Second,4.5
1257,JRC room,Computer Science,Fourth,4
1256,HSSC room,Chemistry,Third,4.25
1255,HSSC lounge,Economics,First,3.25
1254,Noyce Science Center room,Business,Second,2.75
1253,JRC room,English,Fourth,3.75
1252,Mac Field,Philosophy,Second,2.25
1251,Mac Field,Mathematics,First,3.5
1250,HSSC room,Physics,Fourth,3.75
1249,Mac Field,Computer Science,Third,2.75
1248,Grille,Chemistry,Second,4
1247,JRC room,Economics,Fourth,4
1246,Noyce Science Center room,Business,Third,4
1245,Mac Field,Psychology,First,3.5
1244,Noyce lounge,Biology,Second,3.75
1243,HSSC room,Sociology,Fourth,1.75
1242,HSSC lounge,Economics,Second,4
1241,HSSC room,Business,First,3.75
1240,Mac Field,Psychology,Fourth,4
1239,HSSC lounge,English,Third,4
1238,Mac Field,Philosophy,Second,5
1237,Mac Field,Mathematics,Fourth,3.5
1236,Noyce lounge,Biology,Third,3.25
1235,Mac Field,Computer Science,First,3.75
1234,Noyce lounge,Psychology,Second,2.75
1233,Mac Field,Biology,Fourth,3.25
1232,Burling Library,Economics,Second,3.25
1231,JRC room,Political Science,First,3.75
1230,Grille,History,Fourth,4
1229,Noyce lounge,English,Third,2.5
1228,HSSC room,Philosophy,Second,3.75
1227,HSSC lounge,Mathematics,Fourth,0.5
1226,HSSC room,Physics,Third,3.75
1225,Courtyard,Computer Science,First,3.75
1224,Mac Field,Chemistry,Second,4
1223,HSSC lounge,Economics,Fourth,2.5
1222,JRC room,Biology,Second,3.75
1221,Courtyard,History,First,4.5
1220,Courtyard,Physics,Fourth,3
1219,Mac Field,Computer Science,Third,3.5
1218,Grille,Chemistry,Second,3.75
